Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_100.txt,10,6,4,7,2,10,10,7,7,7,10,2,1,0,
Combined_MN_Mass_100.txt,10,10,7,10,9,10,10,10,10,8,9,0,3,2,
Combined_MN_Mass_600.txt,10,8,8,8,8,10,10,10,10,7,8,0,1,0,
Combined_MN_Mass_600.txt,10,7,5,7,7,10,10,9,8,7,6,0,0,0,
Combined_MN_Mass_375.txt,10,8,7,10,10,10,10,10,10,9,9,0,0,1,
Combined_MN_Mass_350.txt,10,9,8,10,10,10,10,9,9,9,10,0,1,1,
Combined_MN_Mass_325.txt,10,7,5,7,7,10,10,10,10,10,6,0,2,2,
Combined_MN_Mass_300.txt,10,8,8,8,8,10,10,10,10,10,7,0,1,0,
Combined_MN_Mass_275.txt,10,6,6,6,5,10,10,9,8,8,8,1,0,0,
Combined_MN_Mass_250.txt,10,8,8,10,10,10,10,9,9,9,9,1,0,0,
Combined_MN_Mass_225.txt,10,10,9,10,10,10,10,10,10,10,9,2,3,2,
Combined_MN_Mass_200.txt,10,8,7,8,7,10,10,10,9,8,9,1,1,0,
Combined_MN_Mass_175.txt,10,6,4,6,5,10,10,9,9,9,6,0,1,1,
Combined_MN_Mass_125.txt,10,5,1,5,4,10,10,7,7,6,8,0,0,0,
Combined_MN_Mass_70.txt,10,5,3,5,0,10,10,5,5,5,10,0,0,0,
Combined_MN_Mass_150.txt,10,8,4,8,7,10,10,9,8,8,9,1,2,2,
Combined_MN_Mass_500.txt,10,10,8,10,10,10,10,10,8,7,9,0,0,0,
Combined_MN_Mass_90.txt,10,6,2,6,1,10,10,8,6,6,10,0,0,0,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_50.txt,10,6,4,7,2,10,10,7,7,7,10,2,1,0,
Combined_MN_Mass_700.txt,10,10,7,10,9,10,10,10,10,8,9,0,3,2,
Combined_MN_Mass_700.txt,10,8,8,8,8,10,10,10,10,7,8,0,1,0,
Combined_MN_Mass_400.txt,10,7,5,7,7,10,10,9,8,7,6,0,0,0,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_100.txt,10,6,4,7,2,10,10,7,7,7,10,2,1,0,
Combined_MN_Mass_700.txt,10,10,7,10,9,10,10,10,10,8,9,0,3,2,
Combined_MN_Mass_600.txt,10,8,8,8,8,10,10,10,10,7,8,0,1,0,
Combined_MN_Mass_600.txt,10,7,5,7,7,10,10,9,8,7,6,0,0,0,
Combined_MN_Mass_375.txt,10,8,7,10,10,10,10,10,10,9,9,0,0,1,
Combined_MN_Mass_375.txt,10,9,8,10,10,10,10,9,9,9,10,0,1,1,
Combined_MN_Mass_325.txt,10,7,5,7,7,10,10,10,10,10,6,0,2,2,
Combined_MN_Mass_300.txt,10,8,8,8,8,10,10,10,10,10,7,0,1,0,
Combined_MN_Mass_300.txt,10,6,6,6,5,10,10,9,8,8,8,1,0,0,
Combined_MN_Mass_250.txt,10,8,8,10,10,10,10,9,9,9,9,1,0,0,
Combined_MN_Mass_250.txt,10,10,9,10,10,10,10,10,10,10,9,2,3,2,
Combined_MN_Mass_200.txt,10,8,7,8,7,10,10,10,9,8,9,1,1,0,
Combined_MN_Mass_175.txt,10,6,4,6,5,10,10,9,9,9,6,0,1,1,
Combined_MN_Mass_175.txt,10,5,1,5,4,10,10,7,7,6,8,0,0,0,
Combined_MN_Mass_70.txt,10,5,3,5,0,10,10,5,5,5,10,0,0,0,
Combined_MN_Mass_70.txt,10,8,4,8,7,10,10,9,8,8,9,1,2,2,
Combined_MN_Mass_500.txt,10,10,8,10,10,10,10,10,8,7,9,0,0,0,
Combined_MN_Mass_500.txt,10,6,2,6,1,10,10,8,6,6,10,0,0,0,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_100.txt,10,6,4,7,2,10,10,7,7,7,10,2,1,0,
Combined_MN_Mass_700.txt,10,10,7,10,9,10,10,10,10,8,9,0,3,2,
Combined_MN_Mass_600.txt,10,8,8,8,8,10,10,10,10,7,8,0,1,0,
Combined_MN_Mass_600.txt,10,7,5,7,7,10,10,9,8,7,6,0,0,0,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_50.txt,10,6,4,7,2,10,10,7,7,7,10,2,1,0,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_50.txt,10,6,4,7,2,10,10,7,7,7,10,2,1,0,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_50.txt,10,6,4,7,2,10,10,7,7,7,10,2,1,0,
Combined_MN_Mass_700.txt,10,10,7,10,9,10,10,10,10,8,9,0,3,2,
Combined_MN_Mass_700.txt,10,8,8,8,8,10,10,10,10,7,8,0,1,0,
Combined_MN_Mass_400.txt,10,7,5,7,7,10,10,9,8,7,6,0,0,0,
Combined_MN_Mass_400.txt,10,8,7,10,10,10,10,10,10,9,9,0,0,1,
Combined_MN_Mass_350.txt,10,9,8,10,10,10,10,9,9,9,10,0,1,1,
Combined_MN_Mass_325.txt,10,7,5,7,7,10,10,10,10,10,6,0,2,2,
Combined_MN_Mass_300.txt,10,8,8,8,8,10,10,10,10,10,7,0,1,0,
Combined_MN_Mass_300.txt,10,6,6,6,5,10,10,9,8,8,8,1,0,0,
Combined_MN_Mass_250.txt,10,8,8,10,10,10,10,9,9,9,9,1,0,0,
Combined_MN_Mass_250.txt,10,10,9,10,10,10,10,10,10,10,9,2,3,2,
Combined_MN_Mass_200.txt,10,8,7,8,7,10,10,10,9,8,9,1,1,0,
Combined_MN_Mass_200.txt,10,6,4,6,5,10,10,9,9,9,6,0,1,1,
Combined_MN_Mass_125.txt,10,5,1,5,4,10,10,7,7,6,8,0,0,0,
Combined_MN_Mass_125.txt,10,5,3,5,0,10,10,5,5,5,10,0,0,0,
Combined_MN_Mass_150.txt,10,8,4,8,7,10,10,9,8,8,9,1,2,2,
Combined_MN_Mass_500.txt,10,10,8,10,10,10,10,10,8,7,9,0,0,0,
Combined_MN_Mass_500.txt,10,6,2,6,1,10,10,8,6,6,10,0,0,0,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_50.txt,10,6,4,7,2,10,10,7,7,7,10,2,1,0,
Combined_MN_Mass_700.txt,10,10,7,10,9,10,10,10,10,8,9,0,3,2,
Combined_MN_Mass_600.txt,10,8,8,8,8,10,10,10,10,7,8,0,1,0,
Combined_MN_Mass_600.txt,10,7,5,7,7,10,10,9,8,7,6,0,0,0,
Combined_MN_Mass_375.txt,10,8,7,10,10,10,10,10,10,9,9,0,0,1,
Combined_MN_Mass_375.txt,10,9,8,10,10,10,10,9,9,9,10,0,1,1,
Combined_MN_Mass_325.txt,10,7,5,7,7,10,10,10,10,10,6,0,2,2,
Combined_MN_Mass_300.txt,10,8,8,8,8,10,10,10,10,10,7,0,1,0,
Combined_MN_Mass_275.txt,10,6,6,6,5,10,10,9,8,8,8,1,0,0,
Combined_MN_Mass_250.txt,10,8,8,10,10,10,10,9,9,9,9,1,0,0,
Combined_MN_Mass_225.txt,10,10,9,10,10,10,10,10,10,10,9,2,3,2,
Combined_MN_Mass_225.txt,10,8,7,8,7,10,10,10,9,8,9,1,1,0,
Combined_MN_Mass_175.txt,10,6,4,6,5,10,10,9,9,9,6,0,1,1,
Combined_MN_Mass_125.txt,10,5,1,5,4,10,10,7,7,6,8,0,0,0,
Combined_MN_Mass_70.txt,10,5,3,5,0,10,10,5,5,5,10,0,0,0,
Combined_MN_Mass_150.txt,10,8,4,8,7,10,10,9,8,8,9,1,2,2,
Combined_MN_Mass_150.txt,10,10,8,10,10,10,10,10,8,7,9,0,0,0,
Combined_MN_Mass_90.txt,10,6,2,6,1,10,10,8,6,6,10,0,0,0,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_100.txt,10,6,4,7,2,10,10,7,7,7,10,2,1,0,
Combined_MN_Mass_100.txt,10,10,7,10,9,10,10,10,10,8,9,0,3,2,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
Combined_MN_Mass_50.txt,10,6,4,7,2,10,10,7,7,7,10,2,1,0,
Combined_MN_Mass_700.txt,10,10,7,10,9,10,10,10,10,8,9,0,3,2,
Combined_MN_Mass_600.txt,10,8,8,8,8,10,10,10,10,7,8,0,1,0,
Combined_MN_Mass_600.txt,10,7,5,7,7,10,10,9,8,7,6,0,0,0,
Combined_MN_Mass_50.txt,10,4,1,4,1,10,10,4,4,3,10,0,0,0,
